song,date,artist,this_week,last_week,peak_position,weeks_on_chart,mbid,danceability,genre,gender,mood,instrumental,bpm,key,loudness,mood_happy
Break Away,1969-07-12,The Beach Boys,79,93.0,79,2,b7a05e6f-5f07-4d6c-8bbb-03f3ce6e2194,,,,,,,,,
Forever,1969-07-12,Mercy,80,87.0,80,3,6cd9bf66-b33e-4508-ae9c-e6358fcf06d2,not_danceable,rhy,female,not_aggressive,instrumental,71.1118469238,G,0.770540475845,not_happy
Hey Joe,1969-07-12,Wilson Pickett,81,,81,1,67515589-7e68-4903-bf42-1d9cd7a8ea8f,not_danceable,roc,female,not_aggressive,voice,161.899932861,F,0.848562121391,happy
I'm Still A Struggling Man,1969-07-12,Edwin Starr,82,80.0,80,3,ac432afb-e3f2-41b3-af83-b93dcf14e3b6,not_danceable,pop,male,aggressive,voice,95.2691192627,B,0.872377038002,happy
Laughing,1969-07-12,The Guess Who,83,,83,1,90a53155-b8da-4546-9be7-1df9e248d874,,,,,,,,,
Don't Tell Your Mama (Where You've Been),1969-07-12,Eddie Floyd,86,95.0,86,3,6887b004-47a6-4dae-b869-e0a936527f64,,,,,,,,,
Stay And Love Me All Summer,1969-07-12,Brian Hyland,87,,87,1,326fd373-2408-4b9d-b1bb-38302476b4ba,not_danceable,rhy,male,not_aggressive,voice,128.034759521,G,0.943215727806,not_happy
Willie & Laura Mae Jones,1969-07-12,Dusty Springfield,88,,88,1,1fb146fd-a848-4773-9d72-603fa7fbc39e,not_danceable,pop,female,not_aggressive,instrumental,172.265548706,C,0.912613809109,happy
Lay Lady Lay,1969-07-12,Bob Dylan,94,,94,1,bdd23fd5-98b9-453b-9748-80a2f4c6e50b,,,,,,,,,
Everything I Do Gonh Be Funky (From Now On),1969-07-12,Lee Dorsey,95,96.0,95,3,4ae9aec9-bfb4-4304-b9be-887c54b697ef,danceable,hip,male,not_aggressive,instrumental,135.088134766,D,0.925643503666,not_happy
Birds Of A Feather,1969-07-12,Joe South,96,,96,1,12f5f71e-56af-44ae-90e1-172e95e16cc3,not_danceable,roc,male,not_aggressive,voice,95.8209075928,G,0.914337515831,happy
In The Time Of Our Lives,1969-07-12,Iron Butterfly,97,,97,1,864cd14d-e31e-4e75-8cc5-0866225a1553,danceable,rhy,male,not_aggressive,voice,165.516372681,C,0.634342730045,not_happy
Pass The Apple Eve,1969-07-12,B.J. Thomas,98,,98,1,504934b3-44a5-4cce-9955-3d578dca0a4d,,,,,,,,,
My Little Chickadee,1969-07-12,The Foundations,99,100.0,99,2,d694c1d5-a49d-4554-a4f9-87888f0b98f4,not_danceable,pop,male,not_aggressive,voice,125.28478241,C,0.945266485214,not_happy
Abergavenny,1969-07-12,Shannon,100,,100,1,2dbb2503-b211-45e7-8678-d0cb8851c18a,,,,,,,,,
In The Year 2525,1969-07-19,Zager & Evans,1,1.0,1,5,e001c68c-5209-4d97-9c01-b805604c5b7c,,,,,,,,,
Spinning Wheel,1969-07-19,"Blood, Sweat & Tears",2,2.0,2,8,1728512a-337f-4ffa-8dbf-bb0f9dfb59cd,danceable,hip,male,not_aggressive,voice,107.259132385,C,0.922227740288,not_happy
Good Morning Starshine,1969-07-19,Oliver,3,3.0,3,9,7f385453-13b5-4db1-bce0-d9b59afbeefa,,,,,,,,,
Crystal Blue Persuasion,1969-07-19,Tommy James And The Shondells,4,6.0,4,7,a53316b4-4f9c-4e30-9bbb-3d2431a607bd,,,,,,,,,
What Does It Take (To Win Your Love),1969-07-19,Jr. Walker & The All Stars,5,10.0,5,10,f818eb85-1fa2-431d-82a8-96426eb04123,danceable,pop,male,not_aggressive,instrumental,109.76739502,C,0.945555388927,happy
One,1969-07-19,Three Dog Night,6,5.0,5,12,526ae17f-eb37-47cc-99a7-b1642bec2ae3,danceable,rhy,male,not_aggressive,instrumental,120.266075134,F,0.867114543915,not_happy
Color Him Father,1969-07-19,The Winstons,7,9.0,7,9,ea7f0f7b-07ca-477a-acf0-56e1074d2883,,,,,,,,,
The Ballad Of John And Yoko,1969-07-19,The Beatles,8,8.0,8,6,e9e05d00-3b26-48ce-ab9e-93d8c2f3d8c1,danceable,dan,female,aggressive,voice,135.58039856,D#,0.974763095379,happy
"Baby, I Love You",1969-07-19,Andy Kim,14,17.0,14,9,6d9dbd3c-cc49-4a80-80c1-fc301b4929e7,not_danceable,roc,male,not_aggressive,voice,109.669372559,A,0.950607180595,happy
Too Busy Thinking About My Baby,1969-07-19,Marvin Gaye,15,13.0,4,13,c7bee473-c7cd-4835-bb4a-dbc3fe254171,,,,,,,,,
Get Back,1969-07-19,The Beatles With Billy Preston,16,12.0,1,11,beaf49d4-c864-4141-9ce0-162e16778d87,not_danceable,rhy,male,not_aggressive,voice,124.097106934,D,0.923934698105,not_happy
In The Ghetto,1969-07-19,Elvis Presley,17,16.0,3,12,2a252590-77d0-4e1a-b20e-a74f7e421127,,,,,,,,,
Black Pearl,1969-07-19,"Sonny Charles And The Checkmates, Ltd.",18,18.0,13,11,1e8cdb96-2355-430c-88a8-75d4d1aa07ca,not_danceable,pop,male,aggressive,voice,96.2665328979,D,0.836749136448,happy
"Ruby, Don't Take Your Love To Town",1969-07-19,Kenny Rogers & The First Edition,19,26.0,19,7,652298ae-b384-4b96-ba85-43c541c1c334,,,,,,,,,
I Can Sing A Rainbow/Love Is Blue,1969-07-19,The Dells,22,24.0,22,9,e7fbae9a-e0d8-4c5a-ae65-112153b5668c,not_danceable,rhy,male,not_aggressive,instrumental,164.708862305,E,0.754846453667,not_happy
I Turned You On,1969-07-19,The Isley Brothers,23,23.0,23,8,f7b4f4c5-0e70-4222-a9dc-662d7decc16f,,,,,,,,,
Sweet Caroline (Good Times Never Seemed So Good),1969-07-19,Neil Diamond,24,30.0,24,4,3d34cf25-8ba6-4821-a968-b8041048a081,,,,,,,,,
Moody Woman,1969-07-19,Jerry Butler,25,25.0,25,8,796dab5f-51f9-46b2-8d68-7be7124de76b,not_danceable,rhy,male,not_aggressive,voice,141.92300415,C,0.716950774193,happy
My Pledge Of Love,1969-07-19,The Joe Jeffrey Group,26,29.0,26,7,a1e07099-fa4f-4a62-bc95-109e49018d0c,,,,,,,,,
Israelites,1969-07-19,Desmond Dekker And The Aces,28,19.0,9,10,49226756-e2cc-4475-a93a-74caa22af263,,,,,,,,,
The Days Of Sand And Shovels,1969-07-19,Bobby Vinton,34,34.0,34,6,0023cafa-834d-422d-8ef3-bf0fef0fa12e,not_danceable,rhy,male,not_aggressive,voice,90.945602417,A#,0.678826212883,not_happy
"Abraham, Martin And John",1969-07-19,Moms Mabley,35,42.0,35,4,780ad73a-f86e-4268-8680-d95b6bfdffaa,not_danceable,cla,female,not_aggressive,voice,102.233985901,C,0.654484927654,happy
We Got More Soul,1969-07-19,Dyke And The Blazers,36,36.0,35,10,c266bfff-79fa-4029-9310-605ec1fa864d,not_danceable,jaz,female,not_aggressive,voice,125.551383972,G#,0.70738774538,not_happy
Doggone Right,1969-07-19,Smokey Robinson & The Miracles,37,41.0,37,5,4f73c54c-0ca5-4769-85dc-53dba7dd37de,not_danceable,rhy,male,not_aggressive,voice,105.162834167,G,0.877777099609,not_happy
With Pen In Hand,1969-07-19,Vikki Carr,38,35.0,35,12,36fe76b7-0973-4bab-bb45-a58a07a3d8b0,,,,,,,,,
So I Can Love You,1969-07-19,The Emotions,39,44.0,39,9,bff5d1cb-9345-4eca-af02-de6a936d42e7,danceable,rhy,female,not_aggressive,voice,165.936416626,F,0.511264503002,not_happy
Mrs. Robinson,1969-07-19,Booker T. & The MG's,40,37.0,37,7,087c88e4-6512-43b1-badb-9d88d6ea428d,,,,,,,,,
Along Came Jones,1969-07-19,Ray Stevens,41,54.0,41,4,12d3e4b5-7b7e-4375-89b9-67c4180815af,,,,,,,,,
Polk Salad Annie,1969-07-19,Tony Joe White,43,57.0,43,3,a37843a7-ceab-4971-8814-98c2deebc610,,,,,,,,,
Memphis Underground,1969-07-19,Herbie Mann,44,45.0,44,9,0bb1f5a1-19f3-4d1e-b269-e0d85e13ba28,not_danceable,jaz,female,not_aggressive,instrumental,116.596534729,F,0.770705759525,not_happy
But It's Alright,1969-07-19,J.J. Jackson,45,46.0,22,22,48a6e2dc-df58-4c20-b4d8-01e6407aeb28,danceable,pop,male,not_aggressive,voice,114.907691956,A,0.940174996853,happy
I'd Rather Be An Old Man's Sweetheart (Than A Young Man's Fool),1969-07-19,Candi Staton,46,49.0,46,5,9013a829-c3cf-4d7b-b62d-9e19350e13d1,not_danceable,hip,female,not_aggressive,voice,140.559707642,D#,0.962261497974,not_happy
Reconsider Me,1969-07-19,Johnny Adams,47,56.0,47,4,dba60eed-9800-4799-8759-5bb693f88c79,,,,,,,,,
Put A Little Love In Your Heart,1969-07-19,Jackie DeShannon,48,55.0,48,4,40f85ae0-2d71-4279-8a11-4030c49ce3a7,,,,,,,,,
Clean Up Your Own Back Yard,1969-07-19,Elvis Presley,54,65.0,54,3,1dcf36eb-132d-43bd-b7b8-95aa1361a12a,,,,,,,,,
The Girl I'll Never Know (Angels Never Fly This Low),1969-07-19,Frankie Valli,55,52.0,52,6,d49400bc-c535-4237-bd61-f8964df15975,not_danceable,rhy,male,not_aggressive,voice,102.512283325,C,0.504941761494,not_happy
Muddy River,1969-07-19,Johnny Rivers,56,60.0,56,4,75a14558-e668-4632-9cab-488fe252072b,,,,,,,,,
Moments To Remember,1969-07-19,The Vogues,57,47.0,47,5,fb1216ea-0679-4e99-a130-e077b9cff6fe,danceable,pop,male,not_aggressive,voice,84.9288406372,G,0.784817636013,not_happy
Tell All The People,1969-07-19,The Doors,58,62.0,58,6,83767941-fe6e-4945-9426-32ec89242054,not_danceable,cla,female,not_aggressive,instrumental,88.4485244751,E,0.970255851746,not_happy
Girl You're Too Young,1969-07-19,Archie Bell & The Drells,59,68.0,59,5,68950746-6d15-4b3a-939b-ea6e4728f987,,,,,,,,,
"Don't Wake Me Up In The Morning, Michael",1969-07-19,Peppermint Rainbow,60,61.0,60,6,aa7ff93f-3276-423e-93c0-bde41e0cf0ed,,,,,,,,,
Why I Sing The Blues,1969-07-19,B.B. King,61,66.0,61,10,165f3511-85a5-4b82-8011-3852e8a29027,,,,,,,,,
Laughing,1969-07-19,The Guess Who,62,83.0,62,2,90a53155-b8da-4546-9be7-1df9e248d874,,,,,,,,,
Listen To The Band,1969-07-19,The Monkees,63,64.0,63,7,ef8f942a-f7b9-4955-9e7d-bb89c55a4803,,,,,,,,,
Get Together,1969-07-19,The Youngbloods,64,74.0,62,12,bc6db568-79d6-460d-ba4d-78a8946e60d6,,,,,,,,,
The Feeling Is Right,1969-07-19,Clarence Carter,65,71.0,65,5,e42842b4-7f76-47e0-9b9b-14a355789297,,,,,,,,,
(Sittin' On) The Dock Of The Bay,1969-07-19,Sergio Mendes & Brasil '66,66,69.0,66,4,b4736f21-ce9c-4df1-8753-7ee670054568,not_danceable,cla,female,not_aggressive,voice,110.501083374,D,0.793700993061,happy
Hurt So Bad,1969-07-19,The Lettermen,67,73.0,67,8,957ba0d6-7f9a-41e7-a471-1f941b406ee0,,,,,,,,,
Break Away,1969-07-19,The Beach Boys,68,79.0,68,3,b7a05e6f-5f07-4d6c-8bbb-03f3ce6e2194,,,,,,,,,
Soul Deep,1969-07-19,The Box Tops,74,90.0,74,3,ac328aaa-ba36-4b10-a7c2-8a48ff709ca4,not_danceable,roc,male,not_aggressive,voice,121.352264404,A,0.897830843925,happy
Did You See Her Eyes,1969-07-19,The Illusion,76,78.0,76,3,ec6d04d1-bd94-4b18-9d7f-b31c5f8cd2c1,danceable,hip,male,aggressive,voice,120.429000854,G#,0.819502055645,not_happy
Willie & Laura Mae Jones,1969-07-19,Dusty Springfield,78,88.0,78,2,1fb146fd-a848-4773-9d72-603fa7fbc39e,not_danceable,pop,female,not_aggressive,instrumental,172.265548706,C,0.912613809109,happy
Honky Tonk Women,1969-07-19,The Rolling Stones,79,,79,1,0af76497-fb09-4eb4-9092-f6939e55c0c0,,,,,,,,,
Forever,1969-07-19,Mercy,80,80.0,80,4,6cd9bf66-b33e-4508-ae9c-e6358fcf06d2,not_danceable,rhy,female,not_aggressive,instrumental,71.1118469238,G,0.770540475845,not_happy
I'm Still A Struggling Man,1969-07-19,Edwin Starr,81,82.0,80,4,121e028c-e411-4fcd-83dd-5b8af0f32792,not_danceable,pop,male,aggressive,voice,95.1376647949,B,0.901483476162,happy
Stay And Love Me All Summer,1969-07-19,Brian Hyland,82,87.0,82,2,a4a4aba8-180c-4194-906e-2ebf1d99a722,not_danceable,rhy,male,not_aggressive,voice,128.56237793,D,0.628401696682,happy
Nothing Can Take The Place Of You,1969-07-19,Brook Benton,84,89.0,84,3,04cf4a26-3f15-48d0-b2cc-cfe48d598a71,,,,,,,,,
Don't Tell Your Mama (Where You've Been),1969-07-19,Eddie Floyd,85,86.0,85,4,6887b004-47a6-4dae-b869-e0a936527f64,,,,,,,,,
Marrakesh Express,1969-07-19,"Crosby, Stills & Nash",86,,86,1,3ee06f09-8d0b-4f75-8236-80a2338a27ac,,,,,,,,,
Your Good Thing (Is About To End),1969-07-19,Lou Rawls,87,,87,1,c6176cab-f02a-4744-96d1-708b58c8250c,not_danceable,cla,male,not_aggressive,instrumental,96.5204849243,D#,0.552657186985,not_happy
The Nitty Gritty,1969-07-19,Gladys Knight And The Pips,88,,88,1,f2499187-279a-419b-ae4d-dcda0f889b0d,,,,,,,,,
Lay Lady Lay,1969-07-19,Bob Dylan,93,94.0,93,2,bdd23fd5-98b9-453b-9748-80a2f4c6e50b,,,,,,,,,
Till You Get Enough,1969-07-19,The Watts 103rd Street Rhythm Band,94,,94,1,62faa42b-9a15-4edb-8b27-1ff739276d94,,,,,,,,,
That's The Way,1969-07-19,Joe Tex,95,,95,1,317d5a2f-618d-4147-b70a-dffe67eaf2c7,not_danceable,rhy,male,not_aggressive,voice,150.095062256,G#,0.827661693096,not_happy
In The Time Of Our Lives,1969-07-19,Iron Butterfly,96,97.0,96,2,864cd14d-e31e-4e75-8cc5-0866225a1553,danceable,rhy,male,not_aggressive,voice,165.516372681,C,0.634342730045,not_happy
Pass The Apple Eve,1969-07-19,B.J. Thomas,98,98.0,98,2,ba7f9ae3-ade8-43fd-a606-d7d03c6c42ab,danceable,pop,male,not_aggressive,voice,129.277374268,D,0.819238960743,happy
Jack And Jill,1969-07-19,Tommy Roe,99,,99,1,cc7b8051-adce-4097-904a-cc305a8ac637,,,,,,,,,
Birthday,1969-07-19,Underground Sunshine,100,,100,1,06ff413b-461a-4ac0-ba5f-2e2862a0e797,,,,,,,,,
In The Year 2525,1969-07-26,Zager & Evans,1,1.0,1,6,fd7bc4fd-db57-4dde-a52c-fe2417d5caa7,,,,,,,,,
Crystal Blue Persuasion,1969-07-26,Tommy James And The Shondells,2,4.0,2,8,a53316b4-4f9c-4e30-9bbb-3d2431a607bd,,,,,,,,,
Spinning Wheel,1969-07-26,"Blood, Sweat & Tears",3,2.0,2,9,1728512a-337f-4ffa-8dbf-bb0f9dfb59cd,danceable,hip,male,not_aggressive,voice,107.259132385,C,0.922227740288,not_happy
My Cherie Amour,1969-07-26,Stevie Wonder,4,9.0,4,9,2c643ed6-c4f9-4047-a15a-98522d73be26,,,,,,,,,
What Does It Take (To Win Your Love),1969-07-26,Jr. Walker & The All Stars,5,5.0,5,11,f7706be8-9a26-44fd-bef4-6301f406082c,not_danceable,jaz,male,not_aggressive,instrumental,110.816520691,F,0.859893918037,happy
Good Morning Starshine,1969-07-26,Oliver,6,3.0,3,10,2c9b309d-407d-4661-8aca-96401210695f,,,,,,,,,
One,1969-07-26,Three Dog Night,7,6.0,5,13,3d26fbf5-fc55-4ba0-9bd4-eaf49de1197d,,,,,,,,,
Sweet Caroline (Good Times Never Seemed So Good),1969-07-26,Neil Diamond,13,24.0,13,5,9f8eeb0b-235c-4f69-b22c-fcc0eca9f816,not_danceable,cla,male,not_aggressive,voice,126.298599243,B,0.315771013498,happy
My Pledge Of Love,1969-07-26,The Joe Jeffrey Group,14,26.0,14,8,fa18484e-11b8-4e45-abeb-445158597dcd,not_danceable,rhy,female,not_aggressive,voice,154.831985474,C,0.674959361553,not_happy
"Ruby, Don't Take Your Love To Town",1969-07-26,Kenny Rogers & The First Edition,15,19.0,15,8,652298ae-b384-4b96-ba85-43c541c1c334,,,,,,,,,
Bad Moon Rising,1969-07-26,Creedence Clearwater Revival,16,11.0,2,13,5b02c719-9f68-4ad4-a375-365721495f15,,,,,,,,,
Too Busy Thinking About My Baby,1969-07-26,Marvin Gaye,17,15.0,4,14,5cca8764-d98b-4658-b7d0-e64a168fc929,not_danceable,rhy,male,not_aggressive,voice,111.29384613,D,0.395424216986,not_happy
Black Pearl,1969-07-26,"Sonny Charles And The Checkmates, Ltd.",18,18.0,13,12,82967ea5-7efa-4552-a04d-4e048f51c99e,not_danceable,roc,male,not_aggressive,voice,96.2462615967,D,0.833817005157,happy
Love Me Tonight,1969-07-26,Tom Jones,20,13.0,13,10,019135ad-7443-4740-bbb2-a64832c1771a,,,,,,,,,
"Yesterday, When I Was Young",1969-07-26,Roy Clark,21,31.0,21,7,fc2c1b28-32de-437a-a247-86d7887e1160,,,,,,,,,
Polk Salad Annie,1969-07-26,Tony Joe White,22,43.0,22,4,be9d1004-3aff-4c75-b5bd-99f3e233d9e4,,,,,,,,,
Moody Woman,1969-07-26,Jerry Butler,24,25.0,24,9,c9482beb-c9d4-4e2d-a741-4826eab47172,,,,,,,,,
In The Ghetto,1969-07-26,Elvis Presley,26,17.0,3,13,6f10041a-a099-411a-a1fd-1b7f99d37e4d,,,,,,,,,
Get Back,1969-07-26,The Beatles With Billy Preston,27,16.0,1,12,53affeb0-ef0a-4f2f-9210-7a3998cb0f1d,,,,,,,,,
"Abraham, Martin And John",1969-07-26,Smokey Robinson & The Miracles,33,33.0,33,4,31c47c14-c000-4fbc-86d6-158930df18bc,,,,,,,,,
Put A Little Love In Your Heart,1969-07-26,Jackie DeShannon,34,48.0,34,5,4e3b0de2-2c1e-4968-8fde-fe6b9032fef0,,,,,,,,,
"Abraham, Martin And John",1969-07-26,Moms Mabley,35,35.0,35,5,03ccaedc-3276-4ec2-bd22-3c11a5dfd2ab,,,,,,,,,
I Can Sing A Rainbow/Love Is Blue,1969-07-26,The Dells,36,22.0,22,10,e7fbae9a-e0d8-4c5a-ae65-112153b5668c,not_danceable,rhy,male,not_aggressive,instrumental,164.708862305,E,0.754846453667,not_happy
The Popcorn,1969-07-26,James Brown,37,30.0,30,9,f0603ccf-f176-45a2-bb9d-51419b81c34e,,,,,,,,,
Reconsider Me,1969-07-26,Johnny Adams,38,47.0,38,5,9b56a826-dee8-40c2-a7c8-d3b14df51560,,,,,,,,,
Along Came Jones,1969-07-26,Ray Stevens,39,41.0,39,5,8c558913-ad4f-4c1b-b474-5c348e984fb1,,,,,,,,,
With Pen In Hand,1969-07-26,Vikki Carr,41,38.0,35,13,ec896bb2-af6d-4cc2-92bb-13d220141e8f,not_danceable,rhy,female,not_aggressive,voice,92.0212478638,F,0.216369435191,not_happy
A Boy Named Sue,1969-07-26,Johnny Cash,42,,42,1,3ac0d8b4-0ffc-4330-af1a-d54d5cf779e2,,,,,,,,,
I'd Wait A Million Years,1969-07-26,The Grass Roots,43,49.0,43,4,336cf8a3-18b1-4906-8c9d-202fe8e5c35b,,,,,,,,,
Get Together,1969-07-26,The Youngbloods,44,64.0,44,13,bc6db568-79d6-460d-ba4d-78a8946e60d6,,,,,,,,,
But It's Alright,1969-07-26,J.J. Jackson,45,45.0,22,23,2646b893-79d2-46c3-9d56-df17ae0a7209,,,,,,,,,
I'd Rather Be An Old Man's Sweetheart (Than A Young Man's Fool),1969-07-26,Candi Staton,46,46.0,46,6,9013a829-c3cf-4d7b-b62d-9e19350e13d1,not_danceable,hip,female,not_aggressive,voice,140.559707642,D#,0.962261497974,not_happy
Clean Up Your Own Back Yard,1969-07-26,Elvis Presley,47,54.0,47,4,1dcf36eb-132d-43bd-b7b8-95aa1361a12a,,,,,,,,,
Mrs. Robinson,1969-07-26,Booker T. & The MG's,52,40.0,37,8,66f5820c-127f-401b-8dbd-756dad81e8c8,,,,,,,,,
So I Can Love You,1969-07-26,The Emotions,53,39.0,39,10,eba6bc6c-a594-4403-8089-075d217f046a,danceable,rhy,female,not_aggressive,voice,166.008285522,F,0.762869894505,happy
"Don't Wake Me Up In The Morning, Michael",1969-07-26,Peppermint Rainbow,54,60.0,54,7,aa7ff93f-3276-423e-93c0-bde41e0cf0ed,,,,,,,,,
Muddy River,1969-07-26,Johnny Rivers,55,56.0,55,5,75a14558-e668-4632-9cab-488fe252072b,,,,,,,,,
Lay Lady Lay,1969-07-26,Bob Dylan,56,93.0,56,3,c9aa4fad-5fff-403d-a69f-71b15ddee4d0,,,,,,,,,
Marrakesh Express,1969-07-26,"Crosby, Stills & Nash",57,86.0,57,2,3ee06f09-8d0b-4f75-8236-80a2338a27ac,,,,,,,,,
Tell All The People,1969-07-26,The Doors,58,58.0,58,7,83767941-fe6e-4945-9426-32ec89242054,not_danceable,cla,female,not_aggressive,instrumental,88.4485244751,E,0.970255851746,not_happy
Girl You're Too Young,1969-07-26,Archie Bell & The Drells,59,59.0,59,6,3878f452-e6f2-4de5-9b75-4b46ab948c6c,,,,,,,,,
Hurt So Bad,1969-07-26,The Lettermen,60,67.0,60,9,044747f6-e1d4-4dfd-9931-d29b67273c75,not_danceable,cla,male,not_aggressive,voice,102.170463562,D,0.703190982342,not_happy
True Grit,1969-07-26,Glen Campbell,61,,61,1,57be986b-e254-4e32-b2a0-a6bbd1ff8f0e,,,,,,,,,
Give Peace A Chance,1969-07-26,Plastic Ono Band,62,,62,1,066111ff-e80a-4fac-8ff1-1b4a7f80c1a4,,,,,,,,,
Did You See Her Eyes,1969-07-26,The Illusion,63,76.0,63,4,ec6d04d1-bd94-4b18-9d7f-b31c5f8cd2c1,danceable,hip,male,aggressive,voice,120.429000854,G#,0.819502055645,not_happy
Soul Deep,1969-07-26,The Box Tops,64,74.0,64,4,ac328aaa-ba36-4b10-a7c2-8a48ff709ca4,not_danceable,roc,male,not_aggressive,voice,121.352264404,A,0.897830843925,happy
The Feeling Is Right,1969-07-26,Clarence Carter,65,65.0,65,6,e42842b4-7f76-47e0-9b9b-14a355789297,,,,,,,,,
I've Lost Everything I've Ever Loved,1969-07-26,David Ruffin,66,73.0,66,2,00087127-6fc0-4dbe-87fb-e587a30a4729,,,,,,,,,
The Nitty Gritty,1969-07-26,Gladys Knight And The Pips,72,88.0,72,2,f2499187-279a-419b-ae4d-dcda0f889b0d,,,,,,,,,
The Girl I'll Never Know (Angels Never Fly This Low),1969-07-26,Frankie Valli,73,55.0,52,7,37572c03-a691-46b6-836c-790381866eac,,,,,,,,,
Listen To The Band,1969-07-26,The Monkees,75,63.0,63,8,ef8f942a-f7b9-4955-9e7d-bb89c55a4803,,,,,,,,,
Birthday,1969-07-26,Underground Sunshine,76,100.0,76,2,48659b9c-2128-483b-a133-f5bbfd342037,danceable,pop,female,not_aggressive,voice,136.342575073,G#,0.84106439352,happy
Willie & Laura Mae Jones,1969-07-26,Dusty Springfield,78,78.0,78,3,7f947077-85e9-44c6-8774-4c458650078f,,,,,,,,,
Forever,1969-07-26,Mercy,79,80.0,79,5,6cd9bf66-b33e-4508-ae9c-e6358fcf06d2,not_danceable,rhy,female,not_aggressive,instrumental,71.1118469238,G,0.770540475845,not_happy
Abergavenny,1969-07-26,Shannon,81,89.0,81,3,7fe20180-e07a-4ca0-aee5-3c820f00127c,,,,,,,,,
Stay And Love Me All Summer,1969-07-26,Brian Hyland,82,82.0,82,3,326fd373-2408-4b9d-b1bb-38302476b4ba,not_danceable,rhy,male,not_aggressive,voice,128.034759521,G,0.943215727806,not_happy
Don't Tell Your Mama (Where You've Been),1969-07-26,Eddie Floyd,84,85.0,84,5,2e55904f-b862-4238-83b0-1e6e734efb76,,,,,,,,,
I'm Free,1969-07-26,The Who,85,90.0,85,2,788787b8-be47-43e4-98bf-273c7b0121cd,,,,,,,,,
I'll Never Fall In Love Again,1969-07-26,Tom Jones,86,,49,8,0fb7b9c2-1dfb-44b8-a766-26ec4b41be84,,,,,,,,,
"Sugar, Sugar",1969-07-26,The Archies,91,,91,1,3adda30e-400a-4446-b535-2c154a2c413f,,,,,,,,,
Everybody Knows Matilda,1969-07-26,Duke Baxter,92,,92,1,4605ac27-3996-4e97-afc0-7f8ada7112e0,danceable,pop,male,not_aggressive,voice,117.876441956,G,0.969272077084,happy
First Hymn From Grand Terrace,1969-07-26,Mark Lindsay,93,,93,1,7f651dfe-8a2e-41ac-92ff-5d58d0f81747,not_danceable,pop,male,not_aggressive,instrumental,172.265609741,D,0.698498010635,happy
Let Yourself Go,1969-07-26,The Friends Of Distinction,94,,94,1,cc9c1432-0ba9-4c32-a7e0-ac122b2e7781,,,,,,,,,
That's The Way,1969-07-26,Joe Tex,95,95.0,95,2,317d5a2f-618d-4147-b70a-dffe67eaf2c7,not_danceable,rhy,male,not_aggressive,voice,150.095062256,G#,0.827661693096,not_happy
"Love Theme From ""Romeo And Juliet"" (A Time For Us)",1969-07-26,Johnny Mathis,96,,96,1,c2898841-dd2c-4696-9d78-47095cd82d3f,,,,,,,,,
Pass The Apple Eve,1969-07-26,B.J. Thomas,97,98.0,97,3,ba7f9ae3-ade8-43fd-a606-d7d03c6c42ab,danceable,pop,male,not_aggressive,voice,129.277374268,D,0.819238960743,happy
Ease Back,1969-07-26,The Meters,98,,98,1,51c0469f-1aee-40fc-80ec-e37f972b47d0,,,,,,,,,
"Out Of Sight, Out Of Mind",1969-07-26,Little Anthony And The Imperials,99,,99,1,5ccbe1e5-5f11-41bb-91e3-34e30683b494,not_danceable,rhy,male,not_aggressive,voice,131.875183105,G#,0.457678347826,happy
In The Year 2525,1969-08-02,Zager & Evans,1,1.0,1,7,e001c68c-5209-4d97-9c01-b805604c5b7c,,,,,,,,,
Crystal Blue Persuasion,1969-08-02,Tommy James And The Shondells,2,2.0,2,9,a53316b4-4f9c-4e30-9bbb-3d2431a607bd,,,,,,,,,
Spinning Wheel,1969-08-02,"Blood, Sweat & Tears",3,3.0,2,10,98399994-9ab7-46ec-a8c7-9ebbd74230e3,,,,,,,,,
My Cherie Amour,1969-08-02,Stevie Wonder,4,4.0,4,10,9c0f7e69-da9d-46ce-a679-59118b806475,,,,,,,,,
What Does It Take (To Win Your Love),1969-08-02,Jr. Walker & The All Stars,5,5.0,5,12,5e0474f5-ee34-424f-8c03-b1b121f10608,,,,,,,,,
The Ballad Of John And Yoko,1969-08-02,The Beatles,10,8.0,8,8,05ed9f4a-738a-4a2c-9fbe-9fc7ce6cab31,,,,,,,,,
Color Him Father,1969-08-02,The Winstons,12,12.0,7,11,e5a5fb74-9fea-4a74-be20-3aade5b1ab4a,not_danceable,cla,male,not_aggressive,voice,114.691101074,F,0.881017029285,not_happy
My Pledge Of Love,1969-08-02,The Joe Jeffrey Group,14,14.0,14,9,f13520af-ed9d-4c25-81fd-67f75b7c918f,,,,,,,,,
Good Morning Starshine,1969-08-02,Oliver,15,6.0,3,11,7f385453-13b5-4db1-bce0-d9b59afbeefa,,,,,,,,,
Love Theme From Romeo & Juliet,1969-08-02,Henry Mancini And His Orchestra,16,10.0,1,13,89405935-fddd-44ea-8309-12f727d69e6c,,,,,,,,,
One,1969-08-02,Three Dog Night,17,7.0,5,14,53372716-d57b-4488-9d1b-37c7c20ea901,,,,,,,,,
Polk Salad Annie,1969-08-02,Tony Joe White,18,22.0,18,5,be9d1004-3aff-4c75-b5bd-99f3e233d9e4,,,,,,,,,
"Yesterday, When I Was Young",1969-08-02,Roy Clark,19,21.0,19,8,a6d06b4e-d3d9-4b9f-95c5-cf1dee094d7b,,,,,,,,,
