song,date,artist,this_week,last_week,peak_position,weeks_on_chart,mbid
Callaita,2019-10-26,Bad Bunny & Tainy,86,87,52,19,3f288b3a-3270-4984-9638-201c4d6754d3
Higher Love,2019-10-26,Kygo X Whitney Houston,87,85,63,6,eaef12be-a9c9-404e-a68e-4450a5fb8e6f
Saint-Tropez,2019-10-26,Post Malone,88,76,18,6,ecc3400c-4fb9-40ef-9387-8082e0cf9ded
What If I Never Get Over You,2019-10-26,Lady Antebellum,92,,86,8,8bf1c752-dabb-439f-8290-9d0605a6216e
Heartache Medication,2019-10-26,Jon Pardi,93,95,84,3,6d05c772-f89c-4a61-aa2e-41dd79c62f44
Rich As Hell,2019-10-26,YoungBoy Never Broke Again,100,,100,1,6b609589-5e73-4e72-9844-5a5bd4343399
Someone You Loved,2019-11-02,Lewis Capaldi,1,3,1,24,5a0f5be9-fb55-4798-8564-cf4598def9ed
Truth Hurts,2019-11-02,Lizzo,2,1,1,25,8bcfe2b6-e4db-480e-ae0d-b8b107d20ad1
Senorita,2019-11-02,Shawn Mendes & Camila Cabello,3,2,1,18,bef6b06e-f06a-4af4-a4c4-8b91a9864847
Circles,2019-11-02,Post Malone,4,4,4,8,a02e147c-18d3-4d2a-aa3d-4444ce90b517
No Guidance,2019-11-02,Chris Brown Featuring Drake,5,5,5,20,897719b4-e6dd-41c2-bd3d-9d43cab454a5
Panini,2019-11-02,Lil Nas X,6,9,5,18,fa60c2aa-288c-4f23-846d-05ef9b4d22b7
HIGHEST IN THE ROOM,2019-11-02,Travis Scott,7,6,1,3,818548d8-869f-49e4-97b5-aff0eac2aab0
Bad Guy,2019-11-02,Billie Eilish,9,8,1,30,694da04d-1ffc-435c-8b4b-59cc23ac8003
"10,000 Hours",2019-11-02,Dan + Shay & Justin Bieber,10,11,4,3,b8e46f7a-1dfc-44f6-9ccd-f16faadcba57
Memories,2019-11-02,Maroon 5,11,12,11,5,6c582ace-bed2-4132-9cfd-0728534d19a4
Bandit,2019-11-02,Juice WRLD & YoungBoy Never Broke Again,12,10,10,3,1fb6fb9d-4154-4280-ad8b-1265eb87198e
Good As Hell,2019-11-02,Lizzo,14,20,14,9,4e80bfa9-6f76-41d3-9550-22a1a67e0500
Only Human,2019-11-02,Jonas Brothers,20,24,20,19,829ddfad-aad2-466a-a8c4-a60d67bba865
Sunflower (Spider-Man: Into The Spider-Verse),2019-11-02,Post Malone & Swae Lee,21,19,1,53,b6df9d04-2303-4ec7-a416-367b06a026cb
Talk,2019-11-02,Khalid,22,18,3,37,1a4d507e-1c64-45e9-8ee5-e3963be93c91
Sucker,2019-11-02,Jonas Brothers,23,23,1,34,a9b16d1e-3e23-452c-b7f3-e879cf6cbdd3
Playing Games,2019-11-02,Summer Walker,26,26,16,8,44ab8b80-35d4-46f2-89ec-724f523b3554
Ballin',2019-11-02,Mustard & Roddy Ricch,27,30,27,14,ac75cc17-716b-4916-a601-12dca645d7d4
Suge,2019-11-02,DaBaby,28,27,7,30,fde4aee5-feb2-4222-aef3-962834d80929
How Do You Sleep?,2019-11-02,Sam Smith,29,28,24,14,ebc71d87-c1c6-404c-84b9-3a8e92287268
Baby,2019-11-02,Lil Baby & DaBaby,30,29,21,14,062f8de2-0b5a-467e-ae3f-70cc30440ccb
One Man Band,2019-11-02,Old Dominion,32,45,32,9,dd3d3bb0-16cc-4b12-8850-a1c4c07104c2
Dancing With A Stranger,2019-11-02,Sam Smith & Normani,33,34,7,41,aa243e48-c9f6-4753-8b42-b2342bb8988b
Even Though I'm Leaving,2019-11-02,Luke Combs,34,39,34,8,f83d1c45-322a-4337-a57a-1a23a93e4eea
Camelot,2019-11-02,NLE Choppa,39,40,37,6,645eb825-f71e-449e-8172-2d077571e48e
My Type,2019-11-02,Saweetie,40,35,21,17,747cc6ac-fe53-4a9a-8e2f-7a99b2b1bef3
Prayed For You,2019-11-02,Matt Stell,41,36,36,12,b0b524ad-c1a5-472d-8e9b-b4891e2a3c81
Time,2019-11-02,NF,42,46,42,14,adad55ad-075a-489d-9a15-96800e5cd8c2
Graveyard,2019-11-02,Halsey,44,43,43,6,d7632adb-63bf-49ea-8f1d-58137a047f36
223's,2019-11-02,YNW Melly & 9lokknine,45,42,34,7,e2862bf7-afb4-4889-b2f9-10f74cf8af93
Wow.,2019-11-02,Post Malone,46,47,2,44,598d2cde-c0f1-4d99-9089-b878eb833867
Lonely Child,2019-11-02,YoungBoy Never Broke Again,47,44,44,2,406ccf2f-da98-409a-acc5-c78511e081c1
Good Vibes,2019-11-02,Chris Janson,48,48,48,8,06bf0a80-f651-4044-8f5f-2ab5de174103
Love You Too Late,2019-11-02,Cole Swindell,49,60,49,12,ebdd4822-138f-4b90-9275-c6e9e8e2af6b
Dance Monkey,2019-11-02,Tones And I,51,75,51,3,f62719cf-f06a-470b-aa98-acc2484a40f4
Liar,2019-11-02,Camila Cabello,52,53,52,7,bb990ef6-0166-4eb9-8abc-b942b89de32e
The Git Up,2019-11-02,Blanco Brown,53,49,14,20,bcfb9be9-5ea0-4998-9822-68fc1cc76cf4
Every Little Thing,2019-11-02,Russell Dickerson,61,65,61,8,79934694-271d-4f46-8110-530c58204cfa
Self Control,2019-11-02,YoungBoy Never Broke Again,62,50,50,7,3158e3e7-10cc-442a-bf0e-ee330ac935ad
F.N,2019-11-02,Lil Tjay,63,56,56,11,2b9c66a7-22b8-4b40-9775-1618e2fcdf37
The Bones,2019-11-02,Maren Morris,64,67,53,5,2e141c99-e791-435d-91de-db64e6b333cc
Lights Up,2019-11-02,Harry Styles,66,17,17,2,1d1b8996-4848-4c31-9247-dd9d6ca1c3dd
INTRO,2019-11-02,DaBaby,67,55,13,5,43af7080-1eb8-4e27-a3f5-8441e376721b
What Happens In A Small Town,2019-11-02,Brantley Gilbert + Lindsay Ell,68,68,64,11,facad4d6-c2ec-4d03-8297-305f053714ed
Hate Me,2019-11-02,Ellie Goulding & Juice WRLD,69,,69,11,261ac7b3-55d3-4be8-95e1-b9b89809c0f1
All Dat,2019-11-02,Moneybagg Yo X Megan Thee Stallion,70,70,70,2,720977c0-7103-4528-84f4-b6cb9847e866
Come Thru,2019-11-02,Summer Walker & Usher,72,74,42,3,83f61277-ed51-41d1-98e9-8dfb98cf9dd7
Living,2019-11-02,Dierks Bentley,73,69,51,13,17b74b26-9348-46a1-89fa-3a4f9f16a5a5
Hot Now,2019-11-02,YoungBoy Never Broke Again,78,66,66,2,f0845f1c-d5cf-4e55-ac5d-d69f2826e170
Rich As Hell,2019-11-02,YoungBoy Never Broke Again,79,100,79,2,6b609589-5e73-4e72-9844-5a5bd4343399
Remember You Young,2019-11-02,Thomas Rhett,80,83,80,6,b3fdd9ac-f2b9-4b3a-bf55-8dfc9ac65d4f
We Were,2019-11-02,Keith Urban,81,97,80,8,1582c177-e2e9-4e83-b08a-855bbe54bb56
Otro Trago,2019-11-02,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",82,84,34,20,6b048c69-73cf-4229-9006-0112dbea4adf
Kinfolks,2019-11-02,Sam Hunt,83,64,64,2,d97db829-66ef-4ea3-a374-46cf5cde2571
Lalala,2019-11-02,Y2K & bbno$,84,80,55,17,672fb9a2-7560-4c1b-9516-40c39ce4e630
Higher Love,2019-11-02,Kygo X Whitney Houston,85,87,63,7,eaef12be-a9c9-404e-a68e-4450a5fb8e6f
In Control,2019-11-02,YoungBoy Never Broke Again,86,73,73,2,35676c27-9a5b-4fb3-8904-6e28936f450f
Heartache Medication,2019-11-02,Jon Pardi,87,93,84,4,6d05c772-f89c-4a61-aa2e-41dd79c62f44
Callaita,2019-11-02,Bad Bunny & Tainy,89,86,52,20,3f288b3a-3270-4984-9638-201c4d6754d3
Nice To Meet Ya,2019-11-02,Niall Horan,90,,83,2,a2c07733-e608-4930-ab49-fc9a1ba7a40e
Carter Son,2019-11-02,YoungBoy Never Broke Again,92,62,62,2,c2e91676-845b-4cae-afe0-e263ece32f52
DHL,2019-11-02,Frank Ocean,98,,98,1,26258081-1723-4e98-a91c-8e911fb4d23d
Boyfriend,2019-11-02,Ariana Grande & Social House,99,78,8,12,772e0eb4-4e99-4949-8696-a199706083ad
Lose You To Love Me,2019-11-09,Selena Gomez,1,15,1,2,d6d73b5e-bbbc-4e0e-a450-23616a47b431
Someone You Loved,2019-11-09,Lewis Capaldi,2,1,1,25,5a0f5be9-fb55-4798-8564-cf4598def9ed
Circles,2019-11-09,Post Malone,3,4,3,9,9d0a9e5c-a765-40ab-837e-99b0bb197f6c
Senorita,2019-11-09,Shawn Mendes & Camila Cabello,4,3,1,19,bef6b06e-f06a-4af4-a4c4-8b91a9864847
Truth Hurts,2019-11-09,Lizzo,5,2,1,26,1e88ada8-7fea-49d0-9e21-0413485fc694
Good As Hell,2019-11-09,Lizzo,6,14,6,10,d5f85796-2033-42ed-a9d4-46b48b309573
Follow God,2019-11-09,Kanye West,7,,7,1,55fad092-c487-42db-b9dd-af090087788f
No Guidance,2019-11-09,Chris Brown Featuring Drake,8,5,5,21,897719b4-e6dd-41c2-bd3d-9d43cab454a5
Panini,2019-11-09,Lil Nas X,9,6,5,19,fa60c2aa-288c-4f23-846d-05ef9b4d22b7
Bad Guy,2019-11-09,Billie Eilish,10,9,1,31,1e9792da-e83d-4a4f-843b-6799efa84108
Memories,2019-11-09,Maroon 5,11,11,11,6,61c3a0dc-0ddf-4b8e-a5d4-f81cc4ad7df3
"10,000 Hours",2019-11-09,Dan + Shay & Justin Bieber,12,10,4,4,b8e46f7a-1dfc-44f6-9ccd-f16faadcba57
Closed On Sunday,2019-11-09,Kanye West,17,,17,1,f936c569-ab55-4549-8ad4-9d710d952856
Bandit,2019-11-09,Juice WRLD & YoungBoy Never Broke Again,18,12,10,4,1fb6fb9d-4154-4280-ad8b-1265eb87198e
Selah,2019-11-09,Kanye West,19,,19,1,5dee7882-5f7f-417b-9610-0d54fb0c1065
I Don't Care,2019-11-09,Ed Sheeran & Justin Bieber,20,16,2,25,09fe14ca-7734-4fa0-9365-8159d236d7af
Only Human,2019-11-09,Jonas Brothers,22,20,20,20,4ff52497-b2ae-457b-9d1f-9233bff403ee
On God,2019-11-09,Kanye West,23,,23,1,7f45f9cc-30f5-4d94-810b-4ca2e2f2d966
Goodbyes,2019-11-09,Post Malone Featuring Young Thug,24,17,3,17,d23659cc-7bad-4cdc-93e1-ced6426e3c4b
Talk,2019-11-09,Khalid,25,22,3,38,31dc0c27-2927-48a6-b622-823c15f824b4
Sucker,2019-11-09,Jonas Brothers,26,23,1,35,31148286-91df-454f-a309-8e16767fac61
Look At Her Now.,2019-11-09,Selena Gomez,27,,27,1,1996243c-ad55-467a-ab20-07b84713ce7f
One Man Band,2019-11-09,Old Dominion,28,32,28,10,ed692d2f-8072-4848-bb10-d9e03da4cac9
How Do You Sleep?,2019-11-09,Sam Smith,30,29,24,15,ebc71d87-c1c6-404c-84b9-3a8e92287268
Ballin',2019-11-09,Mustard & Roddy Ricch,31,27,27,15,ac75cc17-716b-4916-a601-12dca645d7d4
Baby,2019-11-09,Lil Baby & DaBaby,38,30,21,15,062f8de2-0b5a-467e-ae3f-70cc30440ccb
Suge,2019-11-09,DaBaby,39,28,7,31,fde4aee5-feb2-4222-aef3-962834d80929
Even Though I'm Leaving,2019-11-09,Luke Combs,40,34,34,9,f83d1c45-322a-4337-a57a-1a23a93e4eea
Dance Monkey,2019-11-09,Tones And I,41,51,41,4,fceef8ab-f844-45e8-822a-12d0ed536a4c
Dancing With A Stranger,2019-11-09,Sam Smith & Normani,42,33,7,42,aa243e48-c9f6-4753-8b42-b2342bb8988b
Hot Girl Summer,2019-11-09,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",43,35,11,12,621debfd-f65b-42c9-96f5-2705bbe458f1
Thriller,2019-11-09,Michael Jackson,44,,4,19,185ad1a4-393a-41a4-be7a-ba4db7773179
One Thing Right,2019-11-09,Marshmello & Kane Brown,47,36,36,19,bf93039e-4f44-4bca-822a-51031e6cfb11
Lover,2019-11-09,Taylor Swift,48,38,10,11,597cc7bc-bcdc-449e-b3c0-7f9a68960141
Time,2019-11-09,NF,49,42,42,15,adad55ad-075a-489d-9a15-96800e5cd8c2
Graveyard,2019-11-09,Halsey,50,44,43,7,fcb4ac0c-1062-4c60-97d2-e80054b92e8c
Prayed For You,2019-11-09,Matt Stell,56,41,36,13,f95414b3-f9c0-4285-aaf8-bacb1016dabc
Hot Girl Bummer,2019-11-09,blackbear,57,56,56,7,e2a3b70f-40f2-4700-aeb6-9de00bbbae1e
Liar,2019-11-09,Camila Cabello,58,52,52,8,1118ed65-acbc-4f63-93e0-9d7fbb83d57b
223's,2019-11-09,YNW Melly & 9lokknine,61,45,34,8,e2862bf7-afb4-4889-b2f9-10f74cf8af93
Good Vibes,2019-11-09,Chris Janson,62,48,48,9,06bf0a80-f651-4044-8f5f-2ab5de174103
Jesus Is Lord,2019-11-09,Kanye West,63,,63,1,21d40d85-7b26-4325-a53c-84a279275fcf
Lonely Child,2019-11-09,YoungBoy Never Broke Again,64,47,44,3,406ccf2f-da98-409a-acc5-c78511e081c1
What Happens In A Small Town,2019-11-09,Brantley Gilbert + Lindsay Ell,66,68,64,12,facad4d6-c2ec-4d03-8297-305f053714ed
VIBEZ,2019-11-09,DaBaby,67,57,21,5,1ee2d11a-9fa5-404f-9254-8cb21b13f713
Hate Me,2019-11-09,Ellie Goulding & Juice WRLD,68,69,68,12,261ac7b3-55d3-4be8-95e1-b9b89809c0f1
The Bones,2019-11-09,Maren Morris,69,64,53,6,7add9020-1772-4c3c-acc0-0664197aa4cc
Make No Sense,2019-11-09,YoungBoy Never Broke Again,70,58,57,3,38fbd6ee-eb68-44bb-8645-a30da01f9aff
Self Control,2019-11-09,YoungBoy Never Broke Again,76,62,50,8,3158e3e7-10cc-442a-bf0e-ee330ac935ad
F.N,2019-11-09,Lil Tjay,77,63,56,12,2b9c66a7-22b8-4b40-9775-1618e2fcdf37
I Don't Know About You,2019-11-09,Chris Lane,79,54,39,17,8bc989a4-3153-46ad-bc6f-03d9558a5a7b
Remember You Young,2019-11-09,Thomas Rhett,81,80,80,7,b3fdd9ac-f2b9-4b3a-bf55-8dfc9ac65d4f
Tip Of My Tongue,2019-11-09,Kenny Chesney,82,74,74,16,033b6083-bdc7-4740-a8b2-a9546625550a
Heartache Medication,2019-11-09,Jon Pardi,85,87,84,5,6d05c772-f89c-4a61-aa2e-41dd79c62f44
Nice To Meet Ya,2019-11-09,Niall Horan,86,90,83,3,b16265da-7a7a-4bde-ac98-4e70a383df85
Kinfolks,2019-11-09,Sam Hunt,87,83,64,3,d97db829-66ef-4ea3-a374-46cf5cde2571
Slow Dancing In The Dark,2019-11-09,Joji,88,,88,4,38662c62-3b11-441f-848f-8e0ddf1cae40
Come Thru,2019-11-09,Summer Walker & Usher,89,72,42,4,83f61277-ed51-41d1-98e9-8dfb98cf9dd7
What If I Never Get Over You,2019-11-09,Lady Antebellum,94,94,86,10,8bf1c752-dabb-439f-8290-9d0605a6216e
Lights Up,2019-11-09,Harry Styles,95,66,17,3,1d1b8996-4848-4c31-9247-dd9d6ca1c3dd
Living,2019-11-09,Dierks Bentley,96,73,51,14,17b74b26-9348-46a1-89fa-3a4f9f16a5a5
La Cancion,2019-11-09,J Balvin & Bad Bunny,97,93,93,4,a3171d92-c25f-4d8d-8416-e90c5d6c100d
Higher Love,2019-11-09,Kygo X Whitney Houston,99,85,63,8,eaef12be-a9c9-404e-a68e-4450a5fb8e6f
Somebody,2019-11-09,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie",100,97,97,2,5f2dd786-6183-42c9-aa04-ce882c08bb5d
Someone You Loved,2019-11-16,Lewis Capaldi,1,2,1,26,5a0f5be9-fb55-4798-8564-cf4598def9ed
Circles,2019-11-16,Post Malone,2,3,2,10,a02e147c-18d3-4d2a-aa3d-4444ce90b517
Senorita,2019-11-16,Shawn Mendes & Camila Cabello,3,4,1,20,bef6b06e-f06a-4af4-a4c4-8b91a9864847
Truth Hurts,2019-11-16,Lizzo,4,5,1,27,8bcfe2b6-e4db-480e-ae0d-b8b107d20ad1
Lose You To Love Me,2019-11-16,Selena Gomez,5,1,1,3,d6d73b5e-bbbc-4e0e-a450-23616a47b431
Good As Hell,2019-11-16,Lizzo,6,6,6,11,d5f85796-2033-42ed-a9d4-46b48b309573
No Guidance,2019-11-16,Chris Brown Featuring Drake,7,8,5,22,897719b4-e6dd-41c2-bd3d-9d43cab454a5
Panini,2019-11-16,Lil Nas X,8,9,5,20,fa60c2aa-288c-4f23-846d-05ef9b4d22b7
HIGHEST IN THE ROOM,2019-11-16,Travis Scott,14,14,1,5,818548d8-869f-49e4-97b5-aff0eac2aab0
Trampoline,2019-11-16,SHAED,16,16,16,23,51ae7463-3af5-4888-a468-895bebcbd37c
Bandit,2019-11-16,Juice WRLD & YoungBoy Never Broke Again,17,18,10,5,1fb6fb9d-4154-4280-ad8b-1265eb87198e
Only Human,2019-11-16,Jonas Brothers,19,22,19,21,4ff52497-b2ae-457b-9d1f-9233bff403ee
I Don't Care,2019-11-16,Ed Sheeran & Justin Bieber,20,20,2,26,09fe14ca-7734-4fa0-9365-8159d236d7af
Goodbyes,2019-11-16,Post Malone Featuring Young Thug,21,24,3,18,d23659cc-7bad-4cdc-93e1-ced6426e3c4b
Dance Monkey,2019-11-16,Tones And I,23,41,23,5,fceef8ab-f844-45e8-822a-12d0ed536a4c
Talk,2019-11-16,Khalid,24,25,3,39,31dc0c27-2927-48a6-b622-823c15f824b4
Sucker,2019-11-16,Jonas Brothers,25,26,1,36,a9b16d1e-3e23-452c-b7f3-e879cf6cbdd3
Ballin',2019-11-16,Mustard & Roddy Ricch,26,31,26,16,ac75cc17-716b-4916-a601-12dca645d7d4
How Do You Sleep?,2019-11-16,Sam Smith,27,30,24,16,ebc71d87-c1c6-404c-84b9-3a8e92287268
One Man Band,2019-11-16,Old Dominion,28,28,28,11,ed692d2f-8072-4848-bb10-d9e03da4cac9
Roxanne,2019-11-16,Arizona Zervas,34,,34,1,dd8755ed-6061-4c8b-a26d-927609bc3e65
223's,2019-11-16,YNW Melly & 9lokknine,35,61,34,9,e2862bf7-afb4-4889-b2f9-10f74cf8af93
Dancing With A Stranger,2019-11-16,Sam Smith & Normani,36,42,7,43,aa243e48-c9f6-4753-8b42-b2342bb8988b
Follow God,2019-11-16,Kanye West,37,7,7,2,3e557de5-a2c7-47bd-8921-4cf6243f8e17
Suge,2019-11-16,DaBaby,38,39,7,32,fde4aee5-feb2-4222-aef3-962834d80929
One Thing Right,2019-11-16,Marshmello & Kane Brown,40,47,36,20,47fd8f25-3d73-4ab2-bb52-a3d3ddc7c728
Time,2019-11-16,NF,41,49,41,16,adad55ad-075a-489d-9a15-96800e5cd8c2
Graveyard,2019-11-16,Halsey,42,50,42,8,f9cefee6-0711-4416-9287-bbd7118d7158
Lover,2019-11-16,Taylor Swift,43,48,10,12,492b1506-29c1-4109-acf6-40d56d4073aa
Hot Girl Summer,2019-11-16,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",44,43,11,13,621debfd-f65b-42c9-96f5-2705bbe458f1
Hot Girl Bummer,2019-11-16,blackbear,45,57,45,8,b0f80945-222c-4a2b-9b71-edc533cd4207
You Need To Calm Down,2019-11-16,Taylor Swift,46,52,2,21,f40d709b-4e48-4e40-ab6b-4a02ec39498c
My Type,2019-11-16,Saweetie,47,53,21,19,747cc6ac-fe53-4a9a-8e2f-7a99b2b1bef3
Camelot,2019-11-16,NLE Choppa,48,55,37,8,96ec5658-4433-47e6-a7b9-89efdb1071e2
The Bones,2019-11-16,Maren Morris,54,69,53,7,2e141c99-e791-435d-91de-db64e6b333cc
Immortal,2019-11-16,21 Savage,55,,55,1,106ced3b-8782-4bed-9f5a-06deb9ad9163
Hate Me,2019-11-16,Ellie Goulding & Juice WRLD,56,68,56,13,261ac7b3-55d3-4be8-95e1-b9b89809c0f1
Good Vibes,2019-11-16,Chris Janson,57,62,48,10,06bf0a80-f651-4044-8f5f-2ab5de174103
Lonely Child,2019-11-16,YoungBoy Never Broke Again,58,64,44,4,406ccf2f-da98-409a-acc5-c78511e081c1
Make No Sense,2019-11-16,YoungBoy Never Broke Again,59,70,57,4,38fbd6ee-eb68-44bb-8645-a30da01f9aff
VIBEZ,2019-11-16,DaBaby,60,67,21,6,1c1b8bcd-02c6-4406-82cc-504906de9aff
Look At Her Now.,2019-11-16,Selena Gomez,62,27,27,2,1996243c-ad55-467a-ab20-07b84713ce7f
BOP,2019-11-16,DaBaby,65,71,19,6,f3796987-0b1c-435b-ba08-71402831724c
Juicy,2019-11-16,Doja Cat & Tyga,67,,67,2,db27096f-9347-483d-aa99-05121c7b1c45
Remember You Young,2019-11-16,Thomas Rhett,68,81,68,8,b3fdd9ac-f2b9-4b3a-bf55-8dfc9ac65d4f
Tip Of My Tongue,2019-11-16,Kenny Chesney,73,82,73,17,033b6083-bdc7-4740-a8b2-a9546625550a
Self Control,2019-11-16,YoungBoy Never Broke Again,74,76,50,9,3158e3e7-10cc-442a-bf0e-ee330ac935ad
Heartache Medication,2019-11-16,Jon Pardi,75,85,75,6,ff04ddb0-a873-4766-ba1b-aeb2e3106ab3
I Don't Know About You,2019-11-16,Chris Lane,76,79,39,18,7c6bc566-4684-4366-95b9-a4f45bf08e92
What If I Never Get Over You,2019-11-16,Lady Antebellum,77,94,77,11,8bf1c752-dabb-439f-8290-9d0605a6216e
Nice To Meet Ya,2019-11-16,Niall Horan,78,86,78,4,b16265da-7a7a-4bde-ac98-4e70a383df85
Love Me More,2019-11-16,Trippie Redd,79,,79,1,d25ab01a-cf3e-4b61-bb39-cd0970f568f1
F.N,2019-11-16,Lil Tjay,81,77,56,13,2b9c66a7-22b8-4b40-9775-1618e2fcdf37
Hot Now,2019-11-16,YoungBoy Never Broke Again,83,91,66,4,f0845f1c-d5cf-4e55-ac5d-d69f2826e170
Closed On Sunday,2019-11-16,Kanye West,84,17,17,2,f936c569-ab55-4549-8ad4-9d710d952856
In My Room,2019-11-16,Frank Ocean,85,,85,1,8cf8241b-196e-4baa-a7c5-c7ac08970c43
Love You Too Late,2019-11-16,Cole Swindell,86,74,49,14,ebdd4822-138f-4b90-9275-c6e9e8e2af6b
Selah,2019-11-16,Kanye West,92,19,19,2,5dee7882-5f7f-417b-9610-0d54fb0c1065
Living,2019-11-16,Dierks Bentley,93,96,51,15,17b74b26-9348-46a1-89fa-3a4f9f16a5a5
On God,2019-11-16,Kanye West,96,23,23,2,7f45f9cc-30f5-4d94-810b-4ca2e2f2d966
Come Thru,2019-11-16,Summer Walker & Usher,97,89,42,5,83f61277-ed51-41d1-98e9-8dfb98cf9dd7
Higher Love,2019-11-16,Kygo X Whitney Houston,98,99,63,9,eaef12be-a9c9-404e-a68e-4450a5fb8e6f
Somebody,2019-11-16,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie",99,100,97,3,5f2dd786-6183-42c9-aa04-ce882c08bb5d
Someone You Loved,2019-11-23,Lewis Capaldi,1,1,1,27,b3aa767f-c9a0-452f-ba68-ff682e6acb3a
Circles,2019-11-23,Post Malone,2,2,2,11,a02e147c-18d3-4d2a-aa3d-4444ce90b517
Senorita,2019-11-23,Shawn Mendes & Camila Cabello,3,3,1,21,bef6b06e-f06a-4af4-a4c4-8b91a9864847
Good As Hell,2019-11-23,Lizzo,4,6,4,12,b964521b-488d-428a-8b94-1bce15ded88b
Memories,2019-11-23,Maroon 5,5,9,5,8,6c582ace-bed2-4132-9cfd-0728534d19a4
Truth Hurts,2019-11-23,Lizzo,6,4,1,28,8bcfe2b6-e4db-480e-ae0d-b8b107d20ad1
HIGHEST IN THE ROOM,2019-11-23,Travis Scott,12,14,1,6,818548d8-869f-49e4-97b5-aff0eac2aab0
Bad Guy,2019-11-23,Billie Eilish,13,12,1,33,1e9792da-e83d-4a4f-843b-6799efa84108
Trampoline,2019-11-23,SHAED,14,16,14,24,51ae7463-3af5-4888-a468-895bebcbd37c
Only Human,2019-11-23,Jonas Brothers,18,19,18,22,4ff52497-b2ae-457b-9d1f-9233bff403ee
Woah,2019-11-23,Lil Baby,19,,19,1,c8bd8e79-6895-46e8-8982-de4d251c1b6d
One Man Band,2019-11-23,Old Dominion,20,28,20,12,dd3d3bb0-16cc-4b12-8850-a1c4c07104c2
Bandit,2019-11-23,Juice WRLD & YoungBoy Never Broke Again,22,17,10,6,1fb6fb9d-4154-4280-ad8b-1265eb87198e
Dance Monkey,2019-11-23,Tones And I,23,23,23,6,fceef8ab-f844-45e8-822a-12d0ed536a4c
I Don't Care,2019-11-23,Ed Sheeran & Justin Bieber,24,20,2,27,09fe14ca-7734-4fa0-9365-8159d236d7af
Ballin',2019-11-23,Mustard & Roddy Ricch,25,26,25,17,ac75cc17-716b-4916-a601-12dca645d7d4
Lover,2019-11-23,Taylor Swift,26,43,10,13,492b1506-29c1-4109-acf6-40d56d4073aa
Sucker,2019-11-23,Jonas Brothers,32,25,1,37,abb7a870-6ffb-4d24-b103-bbe638fc6aeb
Playing Games,2019-11-23,Summer Walker,33,29,16,11,44ab8b80-35d4-46f2-89ec-724f523b3554
Baby,2019-11-23,Lil Baby & DaBaby,34,31,21,17,062f8de2-0b5a-467e-ae3f-70cc30440ccb
Suge,2019-11-23,DaBaby,37,38,7,33,fde4aee5-feb2-4222-aef3-962834d80929
Follow God,2019-11-23,Kanye West,38,37,7,3,3e557de5-a2c7-47bd-8921-4cf6243f8e17
All I Want For Christmas Is You,2019-11-23,Mariah Carey,39,,3,31,8e7ed4e4-bd17-495d-a14a-952d5ac1155f
One Thing Right,2019-11-23,Marshmello & Kane Brown,40,40,36,21,bf93039e-4f44-4bca-822a-51031e6cfb11
Dancing With A Stranger,2019-11-23,Sam Smith & Normani,41,36,7,44,aa243e48-c9f6-4753-8b42-b2342bb8988b
Graveyard,2019-11-23,Halsey,42,42,42,9,d7632adb-63bf-49ea-8f1d-58137a047f36
Time,2019-11-23,NF,43,41,41,17,adad55ad-075a-489d-9a15-96800e5cd8c2
223's,2019-11-23,YNW Melly & 9lokknine,44,35,34,10,e2862bf7-afb4-4889-b2f9-10f74cf8af93
Hot Girl Bummer,2019-11-23,blackbear,45,45,45,9,e2a3b70f-40f2-4700-aeb6-9de00bbbae1e
Don't Start Now,2019-11-23,Dua Lipa,46,30,30,2,6090c671-606f-4704-85c6-8a0c33763a3d
Camelot,2019-11-23,NLE Choppa,51,48,37,9,96ec5658-4433-47e6-a7b9-89efdb1071e2
VIBEZ,2019-11-23,DaBaby,52,60,21,7,1ee2d11a-9fa5-404f-9254-8cb21b13f713
Remember You Young,2019-11-23,Thomas Rhett,53,68,53,9,b3fdd9ac-f2b9-4b3a-bf55-8dfc9ac65d4f
What If I Never Get Over You,2019-11-23,Lady Antebellum,54,77,54,12,b1d5bc68-a36c-48b0-b84f-c5f8ca1a4d4f
Liar,2019-11-23,Camila Cabello,55,52,52,10,bb990ef6-0166-4eb9-8abc-b942b89de32e
Heart On Ice,2019-11-23,Rod Wave,56,,56,1,b124f68f-ad32-42a0-bc0d-26e2a88bb965
Prayed For You,2019-11-23,Matt Stell,57,49,36,15,f95414b3-f9c0-4285-aaf8-bacb1016dabc
Every Little Thing,2019-11-23,Russell Dickerson,58,50,50,11,79934694-271d-4f46-8110-530c58204cfa
Hot Girl Summer,2019-11-23,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",59,44,11,14,621debfd-f65b-42c9-96f5-2705bbe458f1
Good Vibes,2019-11-23,Chris Janson,61,57,48,11,fe0a8b3d-fbaf-4900-821c-b7fdb38b66f8
Nice To Meet Ya,2019-11-23,Niall Horan,63,78,63,5,a2c07733-e608-4930-ab49-fc9a1ba7a40e
