song,date,artist,this_week,last_week,peak_position,weeks_on_chart,mbid
I'm Gonna Hold On Long As I Can,1969-01-18,The Marvelettes,94,,94,1,f4ed3e21-6304-47fc-af2d-e6e755743dd7
Ain't Got No; I Got Life,1969-01-18,Nina Simone,95,96,95,3,7a911f4b-3dd8-42fe-9811-10bd70bb93b2
Will You Be Staying After Sunday,1969-01-18,The Peppermint Rainbow,96,,96,1,b3eeebb8-36b8-4646-9fd7-4c919c02eabb
Mendocino,1969-01-18,Sir Douglas Quintet,99,,99,1,ed7d79bc-04e4-42e0-94d9-fb9ce0b36574
That's Your Baby,1969-01-18,Joe Tex,100,,100,1,800f605a-a1b1-45f5-94be-9141e9d350f1
I Heard It Through The Grapevine,1969-01-25,Marvin Gaye,1,1,1,10,d220d3ea-9daf-4319-b6e2-f5a7d925c8ef
Crimson And Clover,1969-01-25,Tommy James And The Shondells,2,4,2,7,38812525-a9ab-4660-b6f5-7e34cd57af16
I'm Gonna Make You Love Me,1969-01-25,Diana Ross And The Supremes & The Temptations,3,2,2,8,6927f481-0d90-4025-8999-517b528c942a
Soulful Strut,1969-01-25,Young-Holt Unlimited,4,3,3,9,8bd0e16b-aefd-4c7b-abd8-c98e1677b01c
Everyday People,1969-01-25,Sly & The Family Stone,5,15,5,9,ecc132a8-1023-4105-a107-2aba9dbe3369
Hooked On A Feeling,1969-01-25,B.J. Thomas,6,5,5,11,5513860b-56fc-44a9-8021-e21850101151
Touch Me,1969-01-25,The Doors,7,8,7,5,7d0b3e3e-c6b9-4175-9325-628b27763fbd
Worst That Could Happen,1969-01-25,Brooklyn Bridge,8,9,8,6,ea4b14dd-f035-4a0a-9bc0-f31e3ec09400
I Started A Joke,1969-01-25,Bee Gees,9,16,9,6,0692067b-99d4-428a-ae6d-6c4b866b93c1
Son-Of-A Preacher Man,1969-01-25,Dusty Springfield,10,10,10,9,a88b2cf1-4edd-4b03-b689-0dc5a2b872ce
Going Up The Country,1969-01-25,Canned Heat,11,12,11,8,47fc1445-1679-427f-a092-0ad000b48565
Can I Change My Mind,1969-01-25,Tyrone Davis,12,25,12,6,0dc81ae0-8c23-434b-83fc-29fa464d3f49
Wichita Lineman,1969-01-25,Glen Campbell,13,6,3,13,78b850a5-7e96-45ec-b1cc-7798ffeae4fc
Cinnamon,1969-01-25,Derek,18,11,11,14,618da648-677b-4809-963f-19bb4ead5c06
Love Child,1969-01-25,Diana Ross & The Supremes,19,18,1,15,34134c0d-ae64-4329-81d8-b86155a574d8
I Love How You Love Me,1969-01-25,Bobby Vinton,20,19,9,13,40bae581-2dd1-42f7-bc8f-4d245794ba96
There's Gonna Be A Showdown,1969-01-25,Archie Bell & The Drells,21,34,21,7,617db5ad-ef5a-4508-b7b5-1aba149a99c2
Stand By Your Man,1969-01-25,Tammy Wynette,22,24,22,12,e3bafffa-d74a-4781-9911-13d96d6e8c32
Too Weak To Fight,1969-01-25,Clarence Carter,23,23,13,12,e87d4a2b-b40f-45ad-958f-f278b4bc3b80
Lo Mucho Que Te Quiero (The More I Love You),1969-01-25,Rene & Rene,24,14,14,10,419f5748-4269-4e60-bd0e-ca736cdd2e52
Hey Jude,1969-01-25,Wilson Pickett,25,26,25,6,5ec5289a-903b-4724-b822-54a074c37380
Who's Making Love,1969-01-25,Johnnie Taylor,27,21,5,14,b1667740-7a60-4067-a656-d6d56b3352e0
Build Me Up Buttercup,1969-01-25,The Foundations,28,31,28,4,5b080da5-640a-4476-ab6a-82c917bdbce4
California Soul,1969-01-25,The 5th Dimension,29,29,29,6,4211de9d-96c3-45f2-ac14-5d49879286c0
This Is My Country,1969-01-25,The Impressions,30,30,25,9,0fc363cb-77dd-429a-b522-20dbcf36243d
"Baby, Baby Don't Cry",1969-01-25,Smokey Robinson & The Miracles,31,42,31,4,378b7890-500d-44ff-9fd9-ccc41bcb8635
I've Gotta Be Me,1969-01-25,Sammy Davis Jr.,32,37,32,7,524a14c6-0740-4614-b1de-f4ec0bbc119f
This Magic Moment,1969-01-25,Jay & The Americans,37,43,37,5,34d4c0e7-243c-4940-8590-c666c97b8010
The Beginning Of My End,1969-01-25,The Unifics,38,39,38,7,77f88bf2-f60e-42ca-a50d-ccbc12649e2c
Are You Happy,1969-01-25,Jerry Butler,39,40,39,8,ade00c78-4d02-4c9d-b9c3-44896840654e
Take Care Of Your Homework,1969-01-25,Johnnie Taylor,40,67,40,2,45c171ba-9e5a-4952-9d83-6f473c8e1e75
Bella Linda,1969-01-25,The Grass Roots,41,28,28,9,535a13de-c8b9-41b0-a792-ea866b76cff0
"Abraham, Martin And John",1969-01-25,Dion,42,22,4,14,0d6cb0fb-46db-4ce0-9778-26af42071a40
California Dreamin',1969-01-25,Bobby Womack,43,45,43,8,bef02c97-2875-479d-9be8-5ad28c3af008
Papa's Got A Brand New Bag,1969-01-25,Otis Redding,44,44,21,9,45d0c214-ced4-43de-a93d-bb3030312aff
Goodnight My Love,1969-01-25,Paul Anka,45,47,45,4,87e2dbdb-7e79-4e16-9651-9eec711536dc
A Ray Of Hope,1969-01-25,The Rascals,46,35,24,8,3adee984-3958-4e03-b0db-2ce0bacafccb
I'm Livin' In Shame,1969-01-25,Diana Ross & The Supremes,47,,47,1,5ad4121c-487f-49c9-a6ab-0b7b6e0daead
Does Anybody Know I'm Here,1969-01-25,The Dells,48,49,48,5,b0f7df5d-9968-47c9-a8be-4efdc261dbbd
Rainbow Ride,1969-01-25,Andy Kim,49,50,49,6,57648fc1-b318-47d7-bb64-9c115b6bb72b
"Soul Sister, Brown Sugar",1969-01-25,Sam & Dave,50,52,50,6,d2f2e9b8-b28f-4002-8c41-feae247745b5
"Ob-La-Di, Ob-La-Da",1969-01-25,Arthur Conley,51,51,51,4,7192764c-cc2b-44bf-85a6-9ab552e574aa
Not On The Outside,1969-01-25,The Moments,57,60,57,5,d511d873-a4d7-4ad4-90b2-2e9af2fbf8f0
You Got Soul,1969-01-25,Johnny Nash,58,59,58,7,139dc264-3729-4a39-9f0c-109d9a6f5039
Feelin' So Good (S.k.o.o.b.y-D.o.o),1969-01-25,The Archies,59,61,59,5,96d2b0bb-be34-494d-8fb3-73317af35c76
I Forgot To Be Your Lover,1969-01-25,William Bell,60,69,60,4,765bad44-e333-4eb7-94e1-beffa0afc6cb
"Sweet Cream Ladies, Forward March",1969-01-25,The Box Tops,61,64,61,5,cdd1d25a-aff7-429a-b867-f42490c0317b
Proud Mary,1969-01-25,Creedence Clearwater Revival,62,,62,1,595f1216-6c8a-490d-bf5b-2729f2f1f9d7
Give It Up Or Turnit A Loose,1969-01-25,James Brown,63,,63,1,f17ee772-3b2f-48ef-ad14-d359e8b547b9
Rain In My Heart,1969-01-25,Frank Sinatra,65,66,65,4,683be409-5cef-4978-8559-242c5e64f8f2
But You Know I Love You,1969-01-25,The First Edition,66,71,66,2,0d274ae2-b876-4346-94c2-4f4928594c16
This Old Heart Of Mine (Is Weak For You),1969-01-25,Tammi Terrell,67,97,67,2,d7f292e7-c0c9-4c92-9b74-da3235a24a6a
Home Cookin,1969-01-25,Jr. Walker & The All Stars,68,77,68,2,e01336a1-b765-4b02-90fb-ded89d4a866a
There'll Come A Time,1969-01-25,Betty Everett,69,76,69,2,d283830a-33f8-4f47-87f9-7357635b0281
Looking Back,1969-01-25,Joe Simon,70,73,70,6,63c27a99-1670-4af1-95b9-de49fb6167df
Riot,1969-01-25,Hugh Masekela,71,79,71,3,e014470a-bb5e-4ee0-96e3-f03dda5083a5
He Called Me Baby,1969-01-25,Ella Washington,77,78,77,2,64a85ab8-bead-4a65-ba27-204d7af1b7c2
Purple Haze,1969-01-25,Dion,78,,78,1,ea87ae30-4ad9-4e18-85d4-6f090369efbe
Almost Persuaded,1969-01-25,Etta James,79,80,79,2,a56e7e00-7ada-468c-9c4a-e2c437c1b4ac
Getting The Corners,1969-01-25,The T.S.U. Toronadoes,81,82,81,2,a5b7201b-f203-43e6-a531-514da849992a
The Greatest Love,1969-01-25,Dorsey Burnette,82,,82,1,bde26b4b-c951-4783-af3b-c6b08706ba45
She's A Lady,1969-01-25,John Sebastian,84,85,84,4,e7b16410-6782-46e3-bafd-f274e7495a94
Indian Giver,1969-01-25,1910 Fruitgum Co.,85,,85,1,cefb77f6-039e-4419-a2fd-e2daa4b202fe
The Grooviest Girl In The World,1969-01-25,The Fun And Games,86,90,86,2,e8ecdf8c-ecd9-4233-90a8-9cf8107a03f2
That's Your Baby,1969-01-25,Joe Tex,88,100,88,2,800f605a-a1b1-45f5-94be-9141e9d350f1
May I,1969-01-25,Bill Deal & The Rhondels,89,89,89,2,edbdaab8-9e7f-4eac-841c-30271ab753c2
Let It Be Me,1969-01-25,Glen Campbell & Bobbie Gentry,90,,90,1,2b9e8972-ad2d-4630-b96b-16dc0a259263
You've Got The Power,1969-01-25,The Esquires,91,92,91,5,d5f39235-88c7-49fa-b7a8-da6451506489
Fox On The Run,1969-01-25,Manfred Mann,97,98,97,2,f275f0fa-e755-4dd1-8aaf-1041da772a44
Crossroads,1969-01-25,Cream,99,,99,1,779d8481-3d05-43bf-9551-ea7bba757464
Hey! Baby,1969-01-25,Jose Feliciano,100,,100,1,87ae90b2-e14f-4d8c-87f3-e5682e8241e3
Crimson And Clover,1969-02-01,Tommy James And The Shondells,1,2,1,8,bcfcd408-2f59-4ea0-9592-c4a6295be331
Everyday People,1969-02-01,Sly & The Family Stone,2,5,2,10,45c54bd9-192e-44f0-85d4-e2e2e2353132
Worst That Could Happen,1969-02-01,Brooklyn Bridge,3,8,3,7,ea4b14dd-f035-4a0a-9bc0-f31e3ec09400
Touch Me,1969-02-01,The Doors,4,7,4,6,39d2f893-24cc-4c87-826f-7261631262cf
I Heard It Through The Grapevine,1969-02-01,Marvin Gaye,5,1,1,11,6cc64992-93cc-434a-9862-f378eda1f5de
I'm Gonna Make You Love Me,1969-02-01,Diana Ross And The Supremes & The Temptations,6,3,2,9,aa2b2c2d-60c4-4444-b880-0a21aced37df
I Started A Joke,1969-02-01,Bee Gees,7,9,7,7,0692067b-99d4-428a-ae6d-6c4b866b93c1
Hooked On A Feeling,1969-02-01,B.J. Thomas,8,6,5,12,e3ffd49d-15c0-45d6-9dc3-7f7b25fd2130
Soulful Strut,1969-02-01,Young-Holt Unlimited,9,4,3,10,0279e0e4-1c8c-48eb-924a-345c2345acc0
Build Me Up Buttercup,1969-02-01,The Foundations,10,28,10,5,4e2d8fe2-9ae3-45aa-941c-83c8e617b7ba
Can I Change My Mind,1969-02-01,Tyrone Davis,11,12,11,7,91e8b6af-9059-4358-a606-ac25cf2722c3
You Showed Me,1969-02-01,The Turtles,17,34,17,5,2a957c89-e3ea-4229-b5c4-7aff1a955395
Wichita Lineman,1969-02-01,Glen Campbell,18,13,3,14,78b850a5-7e96-45ec-b1cc-7798ffeae4fc
Stand By Your Man,1969-02-01,Tammy Wynette,19,22,19,13,e3bafffa-d74a-4781-9911-13d96d6e8c32
Ramblin' Gamblin' Man,1969-02-01,Bob Seger System,20,33,20,7,2d7bc711-ac32-4de2-978e-b2e4f9a679c2
There's Gonna Be A Showdown,1969-02-01,Archie Bell & The Drells,21,21,21,8,617db5ad-ef5a-4508-b7b5-1aba149a99c2
I'm Livin' In Shame,1969-02-01,Diana Ross & The Supremes,22,47,22,2,f7cc452a-cac6-4aa3-ad13-47debfd625dc
Hey Jude,1969-02-01,Wilson Pickett,23,25,23,7,a1c9dd97-c627-4ac7-97c9-0d1c331ea8a0
I've Gotta Be Me,1969-02-01,Sammy Davis Jr.,24,32,24,8,524a14c6-0740-4614-b1de-f4ec0bbc119f
Lo Mucho Que Te Quiero (The More I Love You),1969-02-01,Rene & Rene,25,24,14,11,419f5748-4269-4e60-bd0e-ca736cdd2e52
Cinnamon,1969-02-01,Derek,26,18,11,15,114831ba-281a-4617-8854-ebebc7bc060b
California Soul,1969-02-01,The 5th Dimension,27,29,27,7,7e92a2b9-0231-421a-a17d-e9eac814758b
"Baby, Baby Don't Cry",1969-02-01,Smokey Robinson & The Miracles,28,31,28,5,378b7890-500d-44ff-9fd9-ccc41bcb8635
Love Child,1969-02-01,Diana Ross & The Supremes,29,19,1,16,2b8157a7-4407-477a-bf2d-305552380236
Cloud Nine,1969-02-01,The Temptations,30,17,6,12,a236ad0b-f1f0-437e-aaed-7df445eb23fe
For Once In My Life,1969-02-01,Stevie Wonder,31,14,2,14,ae306897-7305-4c30-b3be-fd510e8b1dfd
Take Care Of Your Homework,1969-02-01,Johnnie Taylor,37,40,37,3,45c171ba-9e5a-4952-9d83-6f473c8e1e75
The Beginning Of My End,1969-02-01,The Unifics,38,38,38,8,6956371f-1796-4928-b506-f3f257a2dc36
This Is My Country,1969-02-01,The Impressions,40,30,25,10,4919c5e5-185d-4aed-96c1-12dcbe59c59d
"Soul Sister, Brown Sugar",1969-02-01,Sam & Dave,41,50,41,7,d2f2e9b8-b28f-4002-8c41-feae247745b5
Give It Up Or Turnit A Loose,1969-02-01,James Brown,42,63,42,2,f17ee772-3b2f-48ef-ad14-d359e8b547b9
Are You Happy,1969-02-01,Jerry Butler,43,39,39,9,ade00c78-4d02-4c9d-b9c3-44896840654e
But You Know I Love You,1969-02-01,The First Edition,44,66,44,3,0d274ae2-b876-4346-94c2-4f4928594c16
Ready Or Not Here I Come (Can't Hide From Love),1969-02-01,The Delfonics,45,35,35,9,e5f7a88d-8dcf-4638-a710-98e8f16411eb
Soulshake,1969-02-01,Peggy Scott & Jo Jo Benson,46,,46,1,beb1fefa-666c-4c21-98ac-8ecd54f487ba
Does Anybody Know I'm Here,1969-02-01,The Dells,47,48,47,6,24e2fe2f-479a-48b7-b9e0-1461b716da26
Home Cookin,1969-02-01,Jr. Walker & The All Stars,48,68,48,3,5831e0d0-9be8-46cb-b583-f7b7c35d281f
A Minute Of Your Time,1969-02-01,Tom Jones,49,54,49,7,771dfa4f-03e9-490f-a485-6b5488ad8239
Things I'd Like To Say,1969-02-01,New Colony Six,50,56,50,6,3879d29c-2eb3-41ce-aecd-f44e5ad0e59b
"Sweet Cream Ladies, Forward March",1969-02-01,The Box Tops,51,61,51,6,cdd1d25a-aff7-429a-b867-f42490c0317b
"Ob-La-Di, Ob-La-Da",1969-02-01,Arthur Conley,57,51,51,5,3b965fa8-5fc8-483b-83de-9d54f4898d20
Rainbow Ride,1969-02-01,Andy Kim,58,49,49,7,57648fc1-b318-47d7-bb64-9c115b6bb72b
I Forgot To Be Your Lover,1969-02-01,William Bell,59,60,59,5,765bad44-e333-4eb7-94e1-beffa0afc6cb
California Dreamin',1969-02-01,Bobby Womack,60,43,43,9,f995fcf8-1a16-4d1b-b7cb-ed81357c5cab
Rain In My Heart,1969-02-01,Frank Sinatra,62,65,62,5,89039afe-bc2c-460e-b22c-f117d77c70f7
There'll Come A Time,1969-02-01,Betty Everett,63,69,63,3,d283830a-33f8-4f47-87f9-7357635b0281
Not On The Outside,1969-02-01,The Moments,64,57,57,6,d511d873-a4d7-4ad4-90b2-2e9af2fbf8f0
Crossroads,1969-02-01,Cream,65,99,65,2,779d8481-3d05-43bf-9551-ea7bba757464
River Deep-Mountain High,1969-02-01,Deep Purple,66,72,66,2,68a09ad5-cf45-423a-87a2-3ce41fb0e841
This Old Heart Of Mine (Is Weak For You),1969-02-01,Tammi Terrell,67,67,67,3,d7f292e7-c0c9-4c92-9b74-da3235a24a6a
Riot,1969-02-01,Hugh Masekela,68,71,68,4,e014470a-bb5e-4ee0-96e3-f03dda5083a5
Good Lovin' Ain't Easy To Come By,1969-02-01,Marvin Gaye & Tammi Terrell,69,,69,1,617b354c-da5c-40d4-92cd-9f1acdcf7259
I Got A Line On You,1969-02-01,Spirit,70,73,70,3,27b913ff-5fcd-4b53-a6a0-a2a7cca52e40
Purple Haze,1969-02-01,Dion,71,78,71,2,ea87ae30-4ad9-4e18-85d4-6f090369efbe
Poor Side Of Town,1969-02-01,Al Wilson,75,75,75,3,f30cca6a-1999-4d88-b342-e6e5f9b7ae9d
I'm Gonna Hold On Long As I Can,1969-02-01,The Marvelettes,76,76,76,3,f4ed3e21-6304-47fc-af2d-e6e755743dd7
Getting The Corners,1969-02-01,The T.S.U. Toronadoes,77,81,77,3,a5b7201b-f203-43e6-a531-514da849992a
May I,1969-02-01,Bill Deal & The Rhondels,79,89,79,3,d209707d-fc09-4acd-9656-ba402f75e5aa
Hey! Baby,1969-02-01,Jose Feliciano,80,100,80,2,00c58fcb-e3f2-404d-ba1f-aebe8c246668
The Greatest Love,1969-02-01,Dorsey Burnette,82,82,82,2,bde26b4b-c951-4783-af3b-c6b08706ba45
He Called Me Baby,1969-02-01,Ella Washington,83,77,77,3,2a6d11db-5665-4b06-baa2-b55936674232
The Grooviest Girl In The World,1969-02-01,The Fun And Games,84,86,84,3,3a4e7297-bdfe-4210-8c74-457356092dd7
Almost Persuaded,1969-02-01,Etta James,85,79,79,3,9e728b63-83d9-42e0-8ea1-8814427c0514
Dizzy,1969-02-01,Tommy Roe,86,,86,1,1bf4b43c-a29f-4167-b2d5-3b61196d042e
Let It Be Me,1969-02-01,Glen Campbell & Bobbie Gentry,87,90,87,2,2b9e8972-ad2d-4630-b96b-16dc0a259263
That's Your Baby,1969-02-01,Joe Tex,88,88,88,3,800f605a-a1b1-45f5-94be-9141e9d350f1
Grits Ain't Groceries (All Around The World),1969-02-01,Little Milton,89,,89,1,1ddaa3b2-be65-48f3-a9b5-d89e25f1cfd7
Will You Be Staying After Sunday,1969-02-01,The Peppermint Rainbow,94,95,94,3,b3eeebb8-36b8-4646-9fd7-4c919c02eabb
Do Your Thing,1969-02-01,The Watts 103rd Street Rhythm Band,95,,95,1,5b40239d-a50d-4c55-8b52-875ac03b8d42
My Special Prayer,1969-02-01,Percy Sledge,96,,96,1,55ceff52-e3e1-4667-8db9-3da3eccfaad8
Someday Soon,1969-02-01,Judy Collins,97,,97,1,f6312723-790d-4d71-9127-ae501e19c23e
Saturday Night At The World,1969-02-01,Mason Williams,99,,99,1,e8805f47-db2f-44e1-ad68-cdbd7a459d6f
Cloud Nine,1969-02-01,Mongo Santamaria,100,,100,1,add7216e-89b1-4ca3-8b95-1ccb93173f25
Crimson And Clover,1969-02-08,Tommy James And The Shondells,1,1,1,9,38812525-a9ab-4660-b6f5-7e34cd57af16
Everyday People,1969-02-08,Sly & The Family Stone,2,2,2,11,45c54bd9-192e-44f0-85d4-e2e2e2353132
Worst That Could Happen,1969-02-08,Brooklyn Bridge,3,3,3,8,ea4b14dd-f035-4a0a-9bc0-f31e3ec09400
Touch Me,1969-02-08,The Doors,4,4,4,7,7d0b3e3e-c6b9-4175-9325-628b27763fbd
Build Me Up Buttercup,1969-02-08,The Foundations,5,10,5,6,4e2d8fe2-9ae3-45aa-941c-83c8e617b7ba
I Started A Joke,1969-02-08,Bee Gees,6,7,6,8,0692067b-99d4-428a-ae6d-6c4b866b93c1
I Heard It Through The Grapevine,1969-02-08,Marvin Gaye,7,5,1,12,d220d3ea-9daf-4319-b6e2-f5a7d925c8ef
I'm Gonna Make You Love Me,1969-02-08,Diana Ross And The Supremes & The Temptations,8,6,2,10,6927f481-0d90-4025-8999-517b528c942a
This Magic Moment,1969-02-08,Jay & The Americans,13,16,13,7,fc1a7b8c-c8ea-4773-95e2-5f42065c14b5
You Showed Me,1969-02-08,The Turtles,14,17,14,6,2a957c89-e3ea-4229-b5c4-7aff1a955395
I'm Livin' In Shame,1969-02-08,Diana Ross & The Supremes,15,22,15,3,5ad4121c-487f-49c9-a6ab-0b7b6e0daead
Going Up The Country,1969-02-08,Canned Heat,16,15,11,10,47fc1445-1679-427f-a092-0ad000b48565
Soulful Strut,1969-02-08,Young-Holt Unlimited,17,9,3,11,0279e0e4-1c8c-48eb-924a-345c2345acc0
Son-Of-A Preacher Man,1969-02-08,Dusty Springfield,18,14,10,11,a88b2cf1-4edd-4b03-b689-0dc5a2b872ce
I've Gotta Be Me,1969-02-08,Sammy Davis Jr.,19,24,19,9,524a14c6-0740-4614-b1de-f4ec0bbc119f
Ramblin' Gamblin' Man,1969-02-08,Bob Seger System,20,20,20,8,672f64d6-3975-4486-812a-20880cbfbef1
"Baby, Baby Don't Cry",1969-02-08,Smokey Robinson & The Miracles,21,28,21,6,4c9b9516-d55a-45cc-a168-214a5791b4b3
Games People Play,1969-02-08,Joe South,22,34,22,5,49df26b1-fa90-48f3-a29d-5b9fba0071e7
Stand By Your Man,1969-02-08,Tammy Wynette,23,19,19,14,e3bafffa-d74a-4781-9911-13d96d6e8c32
There's Gonna Be A Showdown,1969-02-08,Archie Bell & The Drells,24,21,21,9,617db5ad-ef5a-4508-b7b5-1aba149a99c2
California Soul,1969-02-08,The 5th Dimension,25,27,25,8,4211de9d-96c3-45f2-ac14-5d49879286c0
Take Care Of Your Homework,1969-02-08,Johnnie Taylor,26,37,26,4,45c171ba-9e5a-4952-9d83-6f473c8e1e75
Lo Mucho Que Te Quiero (The More I Love You),1969-02-08,Rene & Rene,27,25,14,12,419f5748-4269-4e60-bd0e-ca736cdd2e52
"Sweet Cream Ladies, Forward March",1969-02-08,The Box Tops,33,51,33,7,cdd1d25a-aff7-429a-b867-f42490c0317b
Crossroads,1969-02-08,Cream,34,65,34,3,779d8481-3d05-43bf-9551-ea7bba757464
Hey Jude,1969-02-08,Wilson Pickett,35,23,23,8,4691a7c0-038b-44cc-9124-317a2245290a
The Beginning Of My End,1969-02-08,The Unifics,36,38,36,9,6956371f-1796-4928-b506-f3f257a2dc36
Give It Up Or Turnit A Loose,1969-02-08,James Brown,37,42,37,3,1f31d943-eb45-41eb-a991-ce6d20d16929
Too Weak To Fight,1969-02-08,Clarence Carter,38,33,13,14,538ade79-8760-41f0-817b-d67301849a72
Does Anybody Know I'm Here,1969-02-08,The Dells,39,47,39,7,24e2fe2f-479a-48b7-b9e0-1461b716da26
This Girl's In Love With You,1969-02-08,Dionne Warwick,40,92,40,2,396df6d3-d03d-4c14-8daf-95445f361fc1
"Soul Sister, Brown Sugar",1969-02-08,Sam & Dave,41,41,41,8,d2f2e9b8-b28f-4002-8c41-feae247745b5
Home Cookin,1969-02-08,Jr. Walker & The All Stars,42,48,42,4,89db6ec7-5b49-42d6-8f4f-16338aea991f
Soulshake,1969-02-08,Peggy Scott & Jo Jo Benson,43,46,43,2,beb1fefa-666c-4c21-98ac-8ecd54f487ba
Dizzy,1969-02-08,Tommy Roe,44,86,44,2,1bf4b43c-a29f-4167-b2d5-3b61196d042e
Good Lovin' Ain't Easy To Come By,1969-02-08,Marvin Gaye & Tammi Terrell,45,69,45,2,617b354c-da5c-40d4-92cd-9f1acdcf7259
Condition Red,1969-02-08,The Goodees,46,54,46,8,4ac710ca-bb1a-4541-90fc-77ff453f64a3
Things I'd Like To Say,1969-02-08,New Colony Six,47,50,47,7,99742f63-ce81-4f7b-9ef0-1e5e80d4d489
River Deep-Mountain High,1969-02-08,Deep Purple,53,66,53,3,9e38cc7c-23d7-41e0-a224-808a2cb72835
I Got A Line On You,1969-02-08,Spirit,54,70,54,4,dc886e29-da02-4eed-9b61-eb6d4a7d4882
Riot,1969-02-08,Hugh Masekela,55,68,55,5,e014470a-bb5e-4ee0-96e3-f03dda5083a5
I Forgot To Be Your Lover,1969-02-08,William Bell,56,59,56,6,765bad44-e333-4eb7-94e1-beffa0afc6cb
"Ob-La-Di, Ob-La-Da",1969-02-08,Arthur Conley,57,57,51,6,7192764c-cc2b-44bf-85a6-9ab552e574aa
Feelin' So Good (S.k.o.o.b.y-D.o.o),1969-02-08,The Archies,58,53,53,7,a08b334b-75a6-435c-9c5a-707661ee5e6f
Woman Helping Man,1969-02-08,The Vogues,59,90,59,2,f449cb65-93df-444a-a3c0-da73fa6aab25
Time Of The Season,1969-02-08,The Zombies,60,,60,1,5efa0ab3-d9e3-4097-9898-346f7d41a762
Traces,1969-02-08,Classics IV Featuring Dennis Yost,61,,61,1,2238e88c-f339-4b31-88cf-c10354a5d6bc
Rain In My Heart,1969-02-08,Frank Sinatra,62,62,62,6,89039afe-bc2c-460e-b22c-f117d77c70f7
Purple Haze,1969-02-08,Dion,63,71,63,3,ea87ae30-4ad9-4e18-85d4-6f090369efbe
Not On The Outside,1969-02-08,The Moments,64,64,57,7,d511d873-a4d7-4ad4-90b2-2e9af2fbf8f0
Tragedy,1969-02-08,Brian Hyland,65,72,65,5,7873ff63-ff71-4ffb-8a3c-c4664a1a089d
To Susan On The West Coast Waiting,1969-02-08,Donovan,67,,67,1,2d38ff5e-a23c-499c-b1dc-65e29ac6918f
30-60-90,1969-02-08,Willie Mitchell,73,74,73,2,287340d3-574e-468c-bf24-bc4a7c4256e8
Getting The Corners,1969-02-08,The T.S.U. Toronadoes,75,77,75,4,a5b7201b-f203-43e6-a531-514da849992a
Hey! Baby,1969-02-08,Jose Feliciano,76,80,76,3,87ae90b2-e14f-4d8c-87f3-e5682e8241e3
The Grooviest Girl In The World,1969-02-08,The Fun And Games,78,84,78,4,e8ecdf8c-ecd9-4233-90a8-9cf8107a03f2
The Greatest Love,1969-02-08,Dorsey Burnette,79,82,79,3,bde26b4b-c951-4783-af3b-c6b08706ba45
Almost Persuaded,1969-02-08,Etta James,80,85,79,4,9e728b63-83d9-42e0-8ea1-8814427c0514
Long Line Rider,1969-02-08,Bobby Darin,81,,81,1,8d316680-855b-4ee8-a201-a22127fd9ea2
Poor Side Of Town,1969-02-08,Al Wilson,82,75,75,4,e25fbc6d-ab42-489c-a167-941e740b5acd
Cloud Nine,1969-02-08,Mongo Santamaria,83,100,83,2,64c8d030-45d7-4807-9990-bf916ebf0eca
Mendocino,1969-02-08,Sir Douglas Quintet,84,91,84,4,ed7d79bc-04e4-42e0-94d9-fb9ce0b36574
Someday Soon,1969-02-08,Judy Collins,85,97,85,2,fa9432fc-295a-4075-b476-877e4298857f
Honey (I Miss You),1969-02-08,O.C. Smith,86,,86,1,6bdaaeb6-74c2-41ad-bd0a-ee1f44a28769
My World Is Empty Without You,1969-02-08,Jose Feliciano,87,,87,1,d0f1ebf1-c2f4-4b40-af50-b6a7056c76f5
Witchi Tai To,1969-02-08,Everything Is Everything,93,,93,1,ccb9719d-8cf6-4826-9ca7-13f86731a6b8
Do Your Thing,1969-02-08,The Watts 103rd Street Rhythm Band,94,95,94,2,5b40239d-a50d-4c55-8b52-875ac03b8d42
My Special Prayer,1969-02-08,Percy Sledge,95,96,95,2,55ceff52-e3e1-4667-8db9-3da3eccfaad8
"The Tra La La Song (One Banana, Two Banana)",1969-02-08,The Banana Splits,96,,96,1,392a4a2b-d3c5-458d-8ee2-96d515c1b435
Great Balls Of Fire,1969-02-08,Tiny Tim,97,,97,1,c973f8e6-7ad5-4227-831d-d9ffe72b0e76
Glad She's A Woman,1969-02-08,Bobby Goldsboro,98,,98,1,798f2ddc-9273-4ff0-8197-55b75459a25a
Try A Little Tenderness,1969-02-08,Three Dog Night,99,,99,1,35eb08df-b1be-4d7b-89f7-e73519a53cb3
Only The Lonely,1969-02-08,Sonny James,100,,100,1,f8043b61-4e82-4ae2-a31d-59a207e35c0b
Everyday People,1969-02-15,Sly & The Family Stone,1,2,1,12,45c54bd9-192e-44f0-85d4-e2e2e2353132
Crimson And Clover,1969-02-15,Tommy James And The Shondells,2,1,1,10,bcfcd408-2f59-4ea0-9592-c4a6295be331
Touch Me,1969-02-15,The Doors,3,4,3,8,7d0b3e3e-c6b9-4175-9325-628b27763fbd
Build Me Up Buttercup,1969-02-15,The Foundations,4,5,4,7,5b080da5-640a-4476-ab6a-82c917bdbce4
Worst That Could Happen,1969-02-15,Brooklyn Bridge,5,3,3,9,087dcab3-b874-4f4b-9416-d45b6a0533e0
Can I Change My Mind,1969-02-15,Tyrone Davis,6,10,6,9,91e8b6af-9059-4358-a606-ac25cf2722c3
